n00009633,5229
sh85068937,211
n80082610,212
sh85079642,214
sh85068937,220
sh85045466,221
sh 85057092,222
n81070647,224
sh85041401,231
n80082610,239
sh85053538,256
sh85001631,257
n79063209,262
sh85003107,266
sh85017093,282
sh85105729,292
sh85134051,293
sh85026864,295
sh85049132,314
sh85055102,318
sh2001008599,327
sh85075435,330
sh85017093,340
sh85120306,382
sh85129239,395
sh85105855,396
sh85134051,397
sh2010001954,415
sh85004641,418
sh86005692,419
sh85017410,421
sh2001008599,427
sh86000083,428
sh85119004,434
sh85134052,436
sh85005795,457
sh85008505,458
sh85026114,460
sh85036691,461
sh85039257,466
sh95003370,476
sh85124660,478
sh85045466,487
n 82093760,489
sh85045466,490
sh00005810,492
sh85148640,495
sh85066566,496
sh85088597,506
n79032986,507
sh86005288,517
sh85006834,626
sh85074420,627
sh94003844,628
sh95004547,631
sh2008005556,634
sh2008116728,636
sh85006834,644
n80086768,648
sh85006611,655
n81113048,656
sh97002017,658
sh85004635,1974
n79021783,1981
sh87004621,1986
sh85019970,1990
n85119541,1996
sh97004783,1997
sh94003435,1998
sh85101178,2000
n82000920,2001
sh96003574,2002
sh96003574,2003
n79018704,2005
sh92005501,2008
sh97004783,2010
sh92005501,2012
sh92005501,2014
sh85006535,2015
n79055925,2017
sh92006467,2019
sh85101178,2020
n80051702,2021
n79127068,2023
sh94003441,2026
sh94001219,2027
n79059167,2028
sh94005053,2029
sh94004091,2030
n79018704,2031
sh94005053,2032
n97082538,2033
sh94005053,2034
sh2009115508,2035
n88624655,2037
n88624655,2038
sh2009115508,2039
sh85006860,2040
n94076135,2042
sh85135212,2047
sh95000862,2049
sh85135212,2052
sh88005154,2053
sh99013793,2056
sh94003838,2057
sh94003842,2061
n80123081,2062
n79054060,2063
sh85135944,2064
n82053044,2065
sh85025592,2068
nr88009416,2069
n88212384,2076
n85382115,2077
n88212385,2078
sh2010105778,2080
n85118301,2083
n94065339,2086
sh2016000769,2092
sh92006160,2094
n2002041520,2095
n80025891,2098
nr90018855,2099
sh85006707,2101
n97056239,2102
sh85117506,2103
n79041756,2105
n82066585,2107
nr90003599,2108
sh96003302,2109
no94022519,2110
sh2009119683,2111
sh2009119683,2112
n86029437,2113
sh94003838,2114
sh90002108,2116
nr89013885,2118
sh92002376,2119
sh92002376,2120
n86836649,2121
sh2008121120,2123
sh85007860,2125
sh94003844,2126
sh85050180,2127
sh85007566,2128
sh2001007096,2130
sh95000951,2132
sh97006908,2135
sh85019184,2137
sh85006259,2138
n79126898,2143
n85221494,2144
sh85006703,2146
sh85119089,2149
sh94005214,2150
sh85119004,2151
no89010345,2156
sh85127595,2162
n80053295,2163
sh2002002053,2165
n80053295,2166
sh85007649,2168
sh85045470,2169
n79040144,2171
sh85096696,2172
n83197050,2175
nr2003029676,2176
nr94000660,2181
nr2002026953,2184
sh85088597,2189
sh92006507,2194
sh92006507,2201
sh99001520,2203
sh90001165,2207
n79015627,2209
n80049594,2210
sh97005845,2212
sh94005053,2214
sh97006452,2215
sh00009206,2216
sh2010005710,2220
sh2016000769,2223
sh92006153,2225
sh94003439,2233
sh94003439,2234
sh2007010999,2235
sh94005053,2241
sh97004303,2247
sh96007888,2248
sh2010005710,2250
sh2002007746,2251
n97098567,2256
n82031721,2263
sh87004621,2265
n78038215,2271
n91022876,2276
n92056675,2310
sh85033135,2312
sh85045470,2314
sh85046105,2316
sh85101229,2317
sh85026297,2320
sh85087419,2324
n92056675,2328
n79018344,2331
sh87005028,2332
sh85105855,2333
sh85105729,2334
n79018344,2335
sh85036275,2337
sh99002035,2338
sh85134051,2339
sh85096568,2341
sh85096568,2342
sh87004964,2350
sh85109304,2353
sh88000327,2356
sh91005379,2359
sh85007638,2361
sh85006781,2362
n80061791,2363
sh85104771,2368
sh88001463,2369
n79011134,2371
sh85006507,2380
sh85005283,2902
sh85077280,2903
sh95006811,2904
sh85127732,2905
sh2004010597,2908
sh85114930,2909
sh85001632,2910
sh85045661,2911
sh88005154,2912
sh96002146,2919
sh85006104,2932
sh85135212,2936
sh96003302,2938
n79018704,2941
sh93009312,2944
sh85017697,2947
sh86001018,2948
n87819462,2958
sh98004905,2962
sh92006160,2980
sh96003529,2991
sh85114930,2993
sh95003729,2999
sh2016000769,3003
sh2016000744,3005
n00009634,3012
sh85101295,3013
sh2003006409,3020
n80086556,3034
sh2004008862,3036
n82239981,3039
n80109329,3041
sh99014251,3042
no2006052980,3043
n85309224,3044
sh97006908,3048
n81134745,3054
sh91000543,3056
sh93006480,3057
n82037614,3058
sh86002737,3059
n87931348,3062
sh2008006814,3064
sh85095996,3066
sh97003629,3070
n79018545,3072
no2015060017,3077
n81046794,3086
sh2004010578,3092
sh85101355,3093
sh85101371,3100
sh99001520,3104
sh86001064,3105
no2001058098,3108
sh85092393,3111
sh89005533,3112
n85061455,3118
n83033427,3119
sh97003776,3123
sh85068340,3125
sh2012004728,3126
sh85097246,3127
sh85020000,3129
sh86004062,3132
sh85147330,3134
n84036407,3137
sh85096568,3140
sh99003347,3145
n82137785,3156
sh94005889,3170
n2011064052,3173
n81003082,3181
n79086771 ,3185
n85309224,3187
n79027120,3191
n84157413,3194
n94058853,3196
n79097456,3198
n79027122,3200
n93048584,3201
sh97008824,3202
sh88004255,3203
sh89006632,3205
n79034879,3206
sh85020461,3208
no2016111925,3209
n2005063371,3210
n79013822,3215
n79100751,3217
sh2001005994,3218
sh89003458,3219
n79018142,3220
no96010963,3224
n2001154337,3226
sh95008906,3227
sh2016000258,3231
n85257648,3232
n81035846,3239
n94093707,3243
nr95046308,3245
nr95046308,3247
sh2002001720,3248
n80001338,3251
n87917930,3253
sh87002207,3257
n79041988,3259
n79039956,3260
sh00004901,3261
sh85095996,3263
n85238832 ,3268
nb2013010899,3271
n79063211,3276
n98112889,3279
n80040687,3280
sh86002522,3285
sh2008116965,3286
nr91015964,3289
n79015627,3292
n79063209,3293
sh95000613,3301
sh96008147,3303
n79034513,3304
sh86001590,3308
n92101589,3309
n2005013229,3310
sh85083230,3312
sh85032594,3313
sh2010101440,3314
sh91003755,3317
sh95002881,3320
sh2002012361,3321
sh93005317,3326
nr2004016363,3329
n81011188,3331
n82110400,3333
n79089381,3334
sh85087796,3335
sh85116569,3336
n81103161,3337
n85279520,3338
n2003057451,3340
no90021451,3342
sh95002726,3344
n79074350,3346
n79085026,3349
n2008003843,3350
n81146665,3351
n79093323,3352
n81096075,3353
n79149017,3355
n79034972,3356
n80046633,3357
n50051974,3362
sh85020502,3363
sh99010817,3366
nr89007041,3369
sh95001771,3372
sh94002229,3377
sh98002353,3378
sh85134493,3392
sh91002647,3394
n85281897,3395
n85281897,3396
n87127972,3399
n79071225,3405
n88227199,3409
n85358086,3411
n84239891,3413
n2011023943,3416
sh2008110907,3418
sh2008115563,3419
sh2010111235,3420
sh85101337,3422
sh85006860,3423
sh85068907,3590
sh85138788,3591
n79018704,3593
no92011104,3595
n86002597,3598
sh98004905,3599
sh85114930,3600
sh94003842,3605
sh85114930,3612
sh92006160,3613
n86050332,3615
sh2016000307,3617
sh85105083,3619
sh90002108,3621
nr94012895,3622
no94022516,3623
sh2001007096,3624
sh98004905,3626
no94022516,3627
sh85114930,3629
sh94003838,3630
nr2003041249,3631
sh93006480,3638
n86002597,3640
n79006839,3648
n94093837,3652
sh85144468,3655
n80150479,3656
no2012036178,3657
n79086777,3658
n81134745,3660
sh85095996,3667
n79046555,3668
n81046794,3669
n79046555,3673
n81046794,3675
sh2006003576,3676
sh85114947,3679
sh85092393,3680
sh85034465,3681
sh85058208,3682
n81134745,3683
sh99013339,3684
n81134745,3685
n80109329,3688
n50058499,3689
n50058499,3690
nr94042063,3691
nr94042063,3692
n81134745,3695
nr93018001,3696
n79054574,3697
sh85133746,3701
no2001058098,3703
n79086771,3705
n80001341,3708
n80001341,3709
n83195663,3712
n91118321,3714
sh85096568,3720
sh85096568,3721
sh85104771,3723
sh85006504,3724
sh85096568,3725
n79063209,3726
sh86006225,3727
n79018703,3728
n80132105,3729
n79046135,3732
n82005892,3733
n81018794,3734
n82005892,3735
n81018794,3738
n81043335,3739
n79145882,3740
n79145882,3741
sh86001590,3742
sh86001590,3743
n79034513,3744
n79034513,3745
sh91003755,3746
n2004014747,3747
n79021085,3749
n81090363,3751
sh85093301,3752
n79058468,3753
n94025689,3756
n94025689,3757
sh85006530,3762
sh93005489,3763
sh93005489,3764
n81146957,3766
no2005086606,3768
sh93005489,3769
n82077894,3770
sh86004689,3771
sh86004689,3772
sh85134578,3774
sh95001771,3778
sh95001771,3779
no2006088639,3780
no2006088639,3781
sh85044266,3782
n79042141,3783
nr89007041,3784
nr89007041,3785
sh85007908,3786
sh85007710,3787
n81058570,3788
n79034515,3789
n86145996,3790
n86145996,3792
n80061081,3793
n80087663,3794
n80038415,3810
sh85114930,3818
sh2008103397,3819
sh86001115,3823
sh96003610,3826
sh94003842,3829
sh95003729,3844
sh98004905,3850
nr88009416,3858
sh85019967,3874
sh85019969,3875
no2008073535,3877
n92059164,3882
sh92006160,3885
sh91003138,3895
sh85006489,3898
sh96002146,3909
sh92002376,3920
sh94004091,3921
sh85136842,3924
sh88005154,3948
nr2002029704,3951
sh99003347,3957
sh2002010417,3962
sh99013442,3977
sh97005269,3978
n86029437,3980
sh86004318,3984
sh2016000307,3986
sh00008547,3996
n85255351,4009
sh92006467,4015
sh92005501,4016
sh88005711,4031
sh96003574,4032
sh2003001135,4036
sh2006003576,4043
sh99004268,4050
sh86001018,4061
sh95000540,4067
sh90002108,4098
sh2008005606,4103
sh93001989,4104
n88227199,4109
n86123816,4140
sh92006507,4141
sh85119457,4182
sh2001007096,4183
sh94003435,4192
n2005000649,4194
sh2008009205,4208
sh97002017,4221
n80050101,4236
sh2004010578,4245
n80051702,4259
sh85135212,4262
sh2002001876,4265
sh85006104 ,4271
sh85135944,4272
nr93020782,4273
sh2003006409,4275
sh94000035,4288
n82066585,4291
nr90018855,4293
sh2003001350,4305
sh2012001187,4307
sh91006406,4309
sh89005132,4312
nr2004010010,4313
sh85096995,4318
no2001077059,4322
sh97006443,4326
sh93009312,4331
sh2016000258,4332
sh87002207,4336
sh87001562,4337
sh87002207,4338
nr93039118,4340
sh93009312,4341
sh93001976,4342
n91053039,4344
sh85101295,4346
sh94005734,4351
sh2005008179,4352
sh85050180,4365
sh94003784,4387
sh98003744,4395
sh2003011657,4397
nr97008823,4401
n79006847,4402
nr00013096,4412
sh85142414,4415
sh85101910,4416
n80053295,4418
no2004061099,4419
n96096549,4420
sh00005399,4423
n91041555,4426
nr2007012215,4428
nr99024497,4434
n79046136,4435
n86119056,4440
sh97003267,4441
n82037614,4442
sh93003635,4443
n79027120,4444
n87904393,4446
n79070127,4448
sh95000067,4454
n79042080,4455
n79121321,4456
n79013822,4458
n79086771,4460
sh95009235,4470
sh97007208,4476
sh91003138,4483
no2015156859,4505
sh96003302,4521
nr93020782,4530
no2012023743,4533
sh85095996,4544
n81066658,4550
sh86001018,4579
n79055925,4581
sh92006507,4584
n97042879,4588
sh95003370,4589
sh2016000744,4602
sh2016000769,4603
sh96003302,4606
n83019332,4608
sh94003842,4609
sh96001084,4610
no2001092035,4613
n2017026630,4616
sh2008103397,4619
sh94004091,4621
sh95006809,4627
sh95006811,4628
sh2014002536,4629
sh94003838,4630
sh97004303,4638
no2008073535,4639
sh97004783,4646
sh85088961,4656
nr2002016010,4663
sh89004832,4674
n96095958,4678
n2014050655,4692
sh85114930,4697
sh86008086,4698
sh92006507,4700
sh96002146,4701
sh92002376,4702
sh97005845,4704
sh2002007746,4705
n97042879,4706
sh95008986,4708
sh94005214,4709
sh92000920,4710
sh96003302,4712
sh97008350,4719
n2004014700,4723
sh2009009284,4725
sh00007447,4733
sh85135212,4736
sh85035192,4737
n84239891,4739
n87127972,4740
sh85019967,4746
no2009178578,4753
sh85032845,4763
sh85060981,4770
sh85085131,4782
n86126853,4805
sh87001511,4813
sh2001010716,4825
sh85134493,4839
n85098588 ,4866
sh93005489,4871
sh93005489,4875
sh85114568,4888
n79139507,4895
n79069715,4897
sh85026282,4902
sh86000299,4909
sh94003441,4910
n80076442,4911
sh86000842,4912
n82000861,4913
sh86005393,4917
sh86005393,4918
sh85076749,4919
sh86004689,4921
sh86004689,4922
sh86004689,4924
n98951601,4930
n98951601,4931
sh85076748,4932
n80147673,4934
n80147673,4935
n81146957,4937
sh85076749,4940
sh85006535,4945
sh85138649,4954
sh85020502,4959
sh85006259,4961
sh92005105 ,4962
sh2012003145,4969
sh2012003145,4974
sh2012003145,4975
sh85044460,4979
sh85006709,4982
sh85066590,4989
sh85019970,4993
sh85133744,5002
sh85109302,5004
sh2008120006,5009
sh85046149,5011
sh85133769,5013
sh2008009205,5021
sh85084292,5030
sh93003388,5035
n85278138,5037
sh85084435,5039
sh95002881,5044
sh2003001802,5045
sh85057195,5047
sh85045454,5049
sh2008110907,5055
n94089566,5070
n87898915,5074
sh85114536,5089
sh85101013,5090
sh94003429,5092
n82028276,5096
n79027121,5097
n79015689,5098
n80150311,5099
nb2016002049,5106
sh2010102714,5107
no2014084680,5108
sh85060358,5122
sh95000862,5124
sh85115189,5126
sh2008123767,5136
sh85114930,5138
sh94003435,5139
sh85127265,5144
sh89001932,5146
sh89001932,5147
sh89001932,5148
sh89001932,5149
sh89001932,5150
sh85006828,5157
sh97006443,5165
sh96001932,5167
sh99004611,5169
sh00006895,5172
sh99013527,5174
sh2009119683,5176
sh2009123026,5177
sh94003435,5179
sh2010102711,5186
sh2004014919,5194
sh85101910,5195
sh93009312,5202
sh2002011102,5204
sh2009115114,5207
sh97001316,5208
sh95006364,5211
sh2002010512,5214
sh2010112339,5216
sh85141432,5217
sh85119069,5225
sh2010112326,5228
sh99013442,5238
sh85083404,5239
n2014046207,5253
sh85007135,5256
sh85004139,5258
sh98005595,5259
sh97003480,5261
sh95008727,5267
sh97002652,5268
sh85020548,5269
sh85021842,5270
sh86004770,5273
sh85089397,5279
sh96006782,5280
sh93006510,5286
sh2007000171,5289
sh86001115,5291
sh85028769,5292
sh85020712,5293
sh89001776,5294
sh2008104797,5301
sh85036229,5305
sh2007101308,5310
sh85119086,5313
sh85057439,5314
sh85036286,5315
sh85007682,5317
sh93005686,5320
nr96010639,5325
sh2009115473,5331
sh85096920,5346
no2009178578,5353
no2009178578,5354
no2009178578,5355
n79064760,5357
sh87001511,5358
n94008044,5360
sh85134493,5369
n81008274,5374
sh86005628,5375
sh88005114,5376
sh2009118527,5380
sh2009115393,5381
n50052819,5383
sh2009119687,5386
sh2008116054,5387
sh85006650,5388
sh96008900,5401
sh89007036,5405
sh85007694,5406
sh2002007570,5407
sh85099844,5408
sh85007690,5409
n83197241 ,5411
sh85119089,5413
n50054181,5419
n82093760,5422
sh85089390,5426
n50073906,5429
sh85017769,5435
sh85006722,5441
sh85109020,5448
sh85020702,5457
n82070036,5460
n80017681,5462
n80017681,5465
sh94005773,5470
sh2008007071,5475
sh2003006527,5477
sh89006982,5479
sh85133745,5488
sh85006654,5489
sh85046135,5495
n2014033988 ,5496
n83135099,5498
sh85027285,5499
n79150324,5501
sh2008120004,5502
sh85006655,5503
n81024907,5506
sh85006799,5507
sh2009115475,5509
sh2008114287,5510
sh85036599,5513
n85090983,5514
sh85027285,5517
no2014090208,5520
sh85073006,5521
n83035318,5522
no2015101384,5526
sh85091937,5528
sh85094646,5530
sh85133761,5535
n85137345,5540
sh85089175,5542
no2016012139,5544
sh85134717,5546
n2007079026,5547
n2015026555,5549
sh85001233,5551
sh2009115503,5555
n79018143,5556
no2004092463,5560
sh85000668,5569
sh97008523,5572
sh2001009808,5574
sh85105750,5575
n97047685,5576
sh92000017,5579
sh2008002579,5580
sh2008114287,5582
sh85136294,5583
sh85019969,5586
sh85006691,5589
sh85006691,5591
sh85006792,5592
sh85006804,5596
sh2004000703,5597
sh2009118528,5603
sh85006810,5606
sh85006530,5612
sh85084538,5613
sh85084546,5614
sh85021018,5615
n79077528,5616
sh85122603,5617
sh85051067,5618
sh85053101,5619
sh85033135,5622
sh85068692,5624
n82056740,5625
sh85028768,5628
n83017887,5630
sh85146164,5632
n79129553,5634
sh85025011,5636
sh94003022,5638
sh85133730,5639
sh85075626,5643
n85346759,5645
n81069046,5649
n79090014,5653
n79143055,5656
sh85131693,5657
sh85007777,5660
sh85007793,5661
n80116384,5662
sh88007116,5664
sh85092393,5670
sh2001005994,5671
no2001058098,5672
sh97003776,5676
sh91002629,5694
sh86002737,5705
sh88007116,5714
sh85013373,5715
sh85122678,5717
n90680537,5718
sh2014001067,5724
n2009015417,5725
sh85006661,5726
sh85006744,5729
sh85053102,5730
sh91002965,5733
sh2005008179,5735
n84093997,5737
sh92006507,5746
nr2003041249,5747
n85369445,5758
n85118301,5759
nr88010412,5761
sh85115193,5764
sh2008005606,5766
sh97006443,5767
no2001092035,5769
sh00004890,5774
no2010162584,5781
sh91006406,5786
sh2015001057,5788
sh2003001350,5793
sh94003784,5801
n80089330,5812
n79114238,5813
sh94005170,5814
sh97002097,5815
sh2007005275,5818
sh90005955,5819
nb2005019733,5820
n79042315,5821
sh2005005945,5824
nr92008062,5825
nr2001002279,5826
no93021841,5832
sh85079596,5833
sh97004541,5835
sh2014100113,5837
nr90016164,5840
n88215117,5842
sh85097003,5844
n80089399,5854
n87903071,5858
n93088738,5862
n81119203,5863
sh2002000591,5864
n88029351,5866
nb2015018693,5874
nr2003008838,5875
no2010208515,5880
sh2010013687,5886
no2004022982,5887
sh89006853,5889
n81056561,5892
sh2014002587,5893
n79063216,5897
sh88005711,5898
nr2001002280,5904
n89602668,5905
no2006103121,5906
n79114610,5907
n88208762,5923
sh2007006614,5924
sh85096999,5926
sh2001008584,5929
sh2001002958,5934
sh86006200,5937
sh85143351,5938
sh2006006191,5942
sh89003458,5954
sh96002423,5957
sh93008660,5963
n85371760,5964
n2001032748,5970
no99059541,5973
sh2011004633,5981
nr91003820,5989
nr2002001954,5997
sh89004826,5999
n80001255,6001
nr97008823,6013
sh2010003436,6015
nr93045802,6024
n85297948,6025
n79065913,6045
n50062332,6046
sh96001938,6068
sh85053113,6070
n79027123,6074
n79046136,6078
n79027120,6082
n80089408,6087
n78047528,6090
n79021800,6092
n79021800 ,6093
no94042937,6094
n79089733,6098
n79021394,6102
n79021394,6104
n81104344,6112
n82037614,6117
n88275192,6122
n79039793,6125
n80043608,6132
n79070130,6138
n79097457,6140
n79021799,6144
n86119056,6146
n79100756,6147
n82085687,6148
n79111444,6154
sh2009115392,6156
n79097457,6157
sh00009304,6159
n79086777,6160
n79006839,6165
n80093613,6170
n81003081,6173
n80038199,6178
n80070835,6180
nr2001002280,6183
nr98002816,6188
sh2009009222,6189
no95042630,6191
n79018502,6194
no95042365,6198
sh2012001208,6199
sh85101229,6205
sh86001283,6210
nr98032231,6213
nr98031353,6214
sh2014100113,6219
sh90000270,6253
n79006840,6259
no2011030075,6267
n79070127,6268
sh92006507,6274
nr97005930,6287
n78012392,6298
n79145882,6305
sh96010557,6307
sh2006006587,6308
sh99000790,6310
sh2008114435,6314
sh85053109,6330
n82127948,6331
sh2005000763,6332
n79145881,6334
sh89004289,6336
sh85080616,6337
sh85096919,6339
sh85020710,6341
sh2006003806,6342
n78089021,6347
sh85053114,6348
no94022516,6350
no96064252,6360
sh92006153,6363
n2014050655,6370
nb2015004895,6375
sh85007777,6376
sh85020771,6377
sh97002126,6378
n86123816,6379
n86123816,6380
no2015156859,6383
sh93001989,6384
sh93001976,6385
n79100216,6388
n87849452 ,6389
no2012084672,6390
sh97006719,6396
sh00008547,6404
nr94033833,6406
sh92004203,6413
sh2007101305,6418
sh85115189,6419
sh97002126,6420
sh85026692,6422
sh85096568,6423
n79129553,6425
sh86000083,6432
sh86005692,6433
sh87000275,6434
sh85075677,6435
sh85142379,6436
sh85117506,6440
sh96008901,6443
sh85012010,6445
sh85105190,6446
sh85119157,6447
sh85017155,6449
sh2013001971,6457
sh85119030,6464
nb2011002675,6469
sh97004133,6478
sh87006519,6480
sh85127907,6483
sh97004133,6485
sh85003365,6503
sh94005019,6504
sh85112529,6506
sh85119073,6507
sh85005283,6509
sh86004535,6510
no2014083772,6517
sh87002470,6518
sh90002299,6519
sh97000053,6525
sh85070215,6534
sh85142387,6535
sh85119320,6536
sh85117514,6537
sh85142389,6539
sh85017174,6540
sh85142393,6541
sh85007791,6542
sh86000019,6543
sh85112538,6544
sh91001237,6545
sh85027805,6546
sh85119094,6548
sh2009115377,6551
n50080634,6553
sh85006624,6554
sh85145184,6555
n81138383,6558
n79018704,6559
n79046555,6562
n79055723,6565
n86030252,6568
sh85083492,6572
sh85108620,6573
n96107058,6585
sh85096661,6593
sh85006587,6594
sh85105182,6595
n79018704,6603
n81124885,6618
n80160454,6622
n79059374,6626
n80001376,6628
n85281755,6630
n80070835,6632
n80070835,6635
sh85134563,6636
n80113649,6637
sh2008009876,6640
n80089330,6642
n79008245,6643
sh85025854,6650
sh85088909,6651
sh85016834,6652
sh85022579,6654
sh89001287,6656
sh97005269,6657
sh85098119,6658
sh85074398,6659
n79032986,6660
sh2009128768,6661
sh85076502,6662
sh85088723,6663
sh85134578,6664
sh85087089,6665
sh85067272,6669
sh85016829,6671
n79013822,6684
n79054426,6688
sh94003844,6694
n79021787,6696
n80125707,6700
n79039984,6710
n80150312,6720
n79056177,6724
n79038537,6725
n80001034,6729
n97121839,6730
sh87000216,6732
n81035813,6734
sh97008858,6736
n82005893,6737
nr90020016,6738
n79043751,6739
n81043334,6742
sh85020000,6743
sh85146930,6744
no2006103121,6748
n80017681,6749
sh94001246,6754
nb2012004139,6757
sh89003444,6758
n79058874,6765
n79034985,6767
n90651819,6769
n82066585,6774
n84182507,6780
n83205199,6784
n85243719,6789
n83018297,6790
n86107415,6791
n84050085,6793
n92100104,6799
n80049581,6803
n80001328,6804
n79021811,6805
n80067218,6806
n80162919,6807
sh99004611,6811
n91070384,6819
nr95007477,6820
n79018142,6821
n84093999,6822
n80067218,6839
sh2008100883,6840
n79129331,6841
n50052168,6842
sh2012004822,6843
n79018862,6845
sh94002782,6848
n81042774,6850
n80117452,6851
n83167630,6852
n79072715,6853
n81033584,6854
nr89001831,6855
sh91003950,6864
no94043376,6887
no2006136971,6889
nr95045872,6895
sh85006601,6916
n85824101,6987
n99046589,7000
n78097534,7001
n86119056,7009
sh87000216,7012
sh85141855,7014
sh85088705,7016
sh85025567,7018
n84094110,7021
n80119516,7026
sh2009128776,7028
n83130871,7058
no2013080843,7061
nb2009011649,7068
no97068560,7070
no2007142207,7072
no2008069458,7074
no99068108,7076
no2017033904,7077
no2014033694,7078
n50019411,7089
nr97020789,7091
n80158653,7092
n79089449,7094
nr2004001256,7097
n2013045239,7102
n82003931,7104
n2012073652,7108
n85062611,7109
n93122929,7112
sh85115189,7116
sh85074411,7119
sh85053113,7120
sh85033135,7131
sh85052019,7133
n80109291,7135
sh85033135,7138
n82005892,7140
sh2010013272,7141
n79065332,7142
sh85046153,7143
sh85046193,7144
sh85046192,7145
sh85136300,7147
n81011160,7153
n80123342,7154
sh85050919,7155
sh85119004,7157
sh2008100188,7160
n50079643,7161
n80123342,7162
n80089391,7164
n79049549,7168
sh86004534,7169
sh97000171,7170
n82145481,7171
sh97006317,7172
sh85120127,7173
sh99000164,7174
sh85093636,7175
sh00007423,7176
sh85133743,7178
n80139195,7179
sh85030620,7181
n97121007,7191
sh85026282,7192
sh2003008965,7195
sh85105203,7196
sh85054020,7199
sh2009003812,7201
n80040575,7202
sh85100171,7204
n79018704,7206
sh85119780,7207
n80001323,7216
sh85011738,7217
sh92006446,7218
n50052672,7219
n92023514,7221
n79005665,7222
n79039994,7229
sh85012787,7231
sh85038072,7233
sh85053505,7235
sh85044144,7237
sh85053101,7238
sh85053505,7239
sh85088940,7241
n80093429,7253
sh91006054,7255
n82163992,7256
n82047623,7261
n50059847 ,7262
nr2001021425,7267
sh86004603,7268
n2009072145,7269
sh85105462,7274
n79027132,7275
n2009072145,7276
n82054991,7277
n84126345,7278
n83031972,7279
n99001080,7280
n82076341,7289
sh85120427,7291
sh85123070,7293
sh85143093,7297
sh93008880,7298
sh85033240,7299
n81035140,7300
n92056675,7301
nr93050817,7303
n83065848,7304
sh85066566,7305
n91042432,7306
sh91003470,7307
no2008018895,7311
n80049716,7313
sh85138785 ,7314
sh85098864,7315
n79040121,7318
n79053090,7319
sh90002019 ,7320
sh90002020,7321
n98107260,7323
sh85051170,7324
sh2002005567,7325
sh85096758,7326
n82039539,7327
n88208577,7330
n80123113,7331
sh2008001736,7332
sh85096568,7334
n79086777,7335
nr2003015504,7337
n79043898,7338
n81138518,7339
sh85006104 ,7340
sh85006784,7343
no2001005723,7346
n94018957,7350
nr93041088,7351
sh85119089,7353
sh98004434,7356
nr2002011359,7360
sh85023468,7363
sh85105182,7364
sh85069096,7370
sh99000442,7371
sh85069086,7372
sh90000478,7373
sh85104771,7374
sh2002002053,7375
sh85084093,7376
n86058841,7380
n79054008,7381
sh85019969,7382
n79023150,7383
sh85007873,7384
sh85039070,7385
n83036079,7391
n87937711,7392
sh85135330,7393
sh85046145,7394
sh85046135,7397
n80009667,7398
n79072819,7400
sh85046149,7401
sh2008115879,7402
sh88007019,7403
sh2005006571,7408
sh85138785,7409
sh86001027,7410
sh85027470,7411
sh85020702,7412
sh85019184,7413
sh85053135,7414
sh2002003948,7415
n91089004,7416
n93010903,7417
sh85050919,7418
n79023292,7421